Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.E,Xc1.Q,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda.1,Xc2.lambda.2,Xc2.lambda.3,Xc2.lambda.4,Xc2.lambda.5,Xc2.lambda.6,Xc2.lambda.7,Xc2.lambda.8,Xc2.lambda.9,Xc2.lambda.10,Xc2.lambda.11,Xc2.lambda.12,Xc2.lambda.13,Xc2.lambda.14,Xc2.lambda.15,Xc2.lambda.16,Xc2.lambda.17,Xc2.lambda.18,Xc2.lambda.19,Xc2.lambda.20,Xc2.lambda.21,Xc2.lambda.22,Xc2.lambda.23,Xc2.lambda.24,Xc2.lambda.25,Xc2.lambda.26,Xc2.lambda.27,Xc2.lambda.28,Xc2.lambda.29,Xc2.lambda.30,protection
8.387835,5.495478,2.313886,0.867707,2.892357,2.892357,3.760064,8.0986,2.02465,4.0493,11.569428,2.02465,2.02465,5.784714,9.834014,13.304842,6.363185,1.735414,3.470828,8.387835,0.022598,0.023135,0.02319,0.024299,0.023438,0.02151,0.023453,0.023534,0.024498,0.024628,0.024365,0.024041,0.025301,0.023268,0.023729,0.022175,0.025433,0.023274,0.02473,0.023636,0.024139,0.023443,0.022834,0.024337,0.024152,0.022666,0.023307,0.024864,0.023327,0.023461,Cis-Golgi
11.738639,5.153549,1.145233,5.439857,0.858925,8.589248,2.290466,19.468963,18.32373,4.008316,16.033263,3.435699,1.71785,4.294624,5.726165,10.879714,5.439857,1.71785,0.858925,9.161865,0.022875,0.022136,0.023918,0.02255,0.024437,0.022363,0.022404,0.022863,0.023033,0.024173,0.024396,0.023167,0.023694,0.024372,0.024533,0.023573,0.023504,0.024595,0.022991,0.023673,0.024049,0.025819,0.024456,0.024703,0.024735,0.023642,0.025236,0.023855,0.024356,0.02359,Cis-Golgi
6.780762,4.882149,6.780762,8.408145,1.084922,5.69584,3.797227,7.323223,1.898613,7.865684,8.679375,10.035528,3.254766,4.882149,3.254766,15.731368,8.950606,0.813691,2.983535,11.39168,0.024619,0.024128,0.023481,0.024824,0.024813,0.022588,0.023916,0.025874,0.024216,0.025116,0.023787,0.021794,0.024955,0.025936,0.02341,0.026028,0.023693,0.023347,0.024039,0.024193,0.024935,0.025514,0.022834,0.02461,0.024753,0.023252,0.024496,0.024882,0.025833,0.022901,Cis-Golgi
7.605456,4.387763,5.850351,7.312938,2.34014,8.775526,4.68028,6.727903,0.877553,7.897973,15.210911,4.387763,2.632658,9.360561,4.68028,15.795947,10.238113,2.34014,4.095245,10.823149,0.021615,0.023552,0.021497,0.02262,0.022013,0.023335,0.023738,0.022904,0.023112,0.023566,0.024116,0.02286,0.022473,0.023513,0.023113,0.024649,0.023553,0.024958,0.025257,0.024931,0.024274,0.02323,0.0254,0.02371,0.024357,0.023924,0.023216,0.02335,0.024328,0.024316,Cis-Golgi
7.199363,4.885282,4.113922,5.399522,2.056961,6.428003,3.085441,7.713604,1.02848,5.913763,10.027685,5.399522,2.571201,2.571201,3.856802,12.084646,4.113922,2.056961,2.056961,8.484964,0.022984,0.022266,0.024945,0.023874,0.024847,0.024623,0.024796,0.024256,0.024701,0.02339,0.02401,0.024305,0.02417,0.025127,0.025418,0.024802,0.025472,0.024576,0.025859,0.026516,0.025367,0.025352,0.025004,0.025713,0.025601,0.023587,0.02553,0.025968,0.023392,0.026431,Cis-Golgi
11.175973,6.542033,5.724279,6.814618,0,7.359787,11.175973,7.632372,2.725847,8.177541,9.540465,6.269448,3.543601,4.906525,4.361355,12.538896,8.177541,0.545169,3.816186,6.269448,0.022913,0.023714,0.021924,0.024774,0.0234,0.022484,0.023113,0.02236,0.0231,0.023709,0.024087,0.024568,0.024547,0.02368,0.025052,0.025659,0.024968,0.024966,0.026055,0.024472,0.023806,0.025213,0.024981,0.024552,0.025602,0.026139,0.024276,0.022692,0.024842,0.025767,Cis-Golgi
3.94752,3.684352,1.31584,1.579008,0.789504,1.579008,1.052672,2.894848,1.052672,4.473856,6.052864,1.579008,1.579008,6.842368,2.105344,7.631872,2.894848,0.789504,2.63168,5.26336,0.023923,0.026034,0.022905,0.024844,0.022423,0.024137,0.022528,0.025425,0.025131,0.021218,0.022436,0.022619,0.026467,0.02654,0.024291,0.025042,0.023649,0.024906,0.025347,0.025638,0.02455,0.023528,0.02614,0.026507,0.026025,0.027121,0.024075,0.024331,0.02542,0.023632,Cis-Golgi
3.62305,3.105471,2.070314,2.070314,1.035157,2.587893,1.035157,2.329103,0.776368,4.658207,7.504888,2.329103,0.517579,5.952153,3.105471,4.399417,3.36426,0.517579,3.62305,4.399417,0.022351,0.023427,0.023838,0.02224,0.023644,0.023287,0.022027,0.022319,0.026202,0.024275,0.025294,0.023644,0.025813,0.025483,0.021761,0.024645,0.025938,0.025938,0.025417,0.024819,0.02474,0.025689,0.027544,0.02784,0.025663,0.025318,0.023163,0.025581,0.028038,0.025272,Cis-Golgi
5.079865,0.846644,2.822147,4.515436,1.411074,5.644295,1.975503,8.466442,1.411074,3.668791,5.926509,4.79765,1.411074,3.386577,2.539933,5.644295,3.668791,0.282215,3.668791,5.644295,0.020494,0.020794,0.023701,0.022782,0.023196,0.024615,0.022272,0.021907,0.022435,0.022399,0.023625,0.022632,0.023011,0.023799,0.024268,0.024815,0.023895,0.02485,0.02461,0.02371,0.025695,0.025589,0.024269,0.024951,0.025312,0.027245,0.025327,0.026239,0.024351,0.024999,Cis-Golgi
7.843995,6.2211,5.409652,4.598204,0,5.680134,8.38496,2.975309,1.622896,4.598204,8.38496,4.598204,2.975309,4.057239,3.245791,11.089786,4.868687,0.811448,1.352413,5.139169,0.02316,0.024777,0.023182,0.02462,0.025087,0.022718,0.023007,0.025797,0.025646,0.022542,0.023331,0.025093,0.023337,0.022659,0.024775,0.025776,0.024755,0.024336,0.02519,0.024242,0.024403,0.025994,0.025813,0.025005,0.024416,0.024561,0.025147,0.023323,0.02378,0.023045,Cis-Golgi
12.383664,11.093699,6.707818,11.609685,3.353909,13.157643,7.997783,8.255776,3.095916,7.997783,20.123454,10.577713,3.353909,7.997783,9.803734,16.253559,9.545741,2.837923,3.095916,9.803734,0.02427,0.025436,0.024005,0.023804,0.025167,0.025881,0.024556,0.025584,0.024615,0.024983,0.024213,0.024056,0.025254,0.023644,0.024756,0.024521,0.024789,0.02573,0.024833,0.025159,0.024547,0.025301,0.024234,0.025162,0.026198,0.024965,0.024194,0.023692,0.023997,0.024462,Cis-Golgi
3.135868,2.090579,1.829257,4.44248,0.522645,4.44248,2.613224,3.135868,0.783967,3.658513,6.794381,3.658513,2.090579,4.181158,2.613224,4.44248,3.135868,0.783967,1.306612,4.181158,0.02378,0.022823,0.023199,0.023637,0.023529,0.024158,0.025483,0.023399,0.023419,0.022703,0.023318,0.024371,0.026042,0.021896,0.026137,0.024389,0.024348,0.025778,0.026206,0.024165,0.027391,0.02629,0.026638,0.023913,0.02597,0.02689,0.024033,0.024185,0.024992,0.025594,Cis-Golgi
3.790348,3.284968,1.263449,3.032278,1.768829,3.537658,2.274209,3.537658,1.010759,1.768829,5.811866,3.032278,0.75807,4.043037,2.274209,4.801107,4.801107,0.75807,2.021519,3.537658,0.025373,0.023168,0.025964,0.022904,0.024399,0.02612,0.022392,0.025639,0.024181,0.025531,0.023415,0.022858,0.024791,0.025738,0.025852,0.02371,0.025258,0.024977,0.026977,0.025609,0.02433,0.0259,0.025843,0.024758,0.025694,0.024496,0.027964,0.023945,0.024361,0.025165,Cis-Golgi
13.749745,10.824267,34.228089,18.137962,4.388217,20.478344,33.642993,19.308153,6.143503,32.76535,40.079044,27.792038,5.850955,19.015605,15.797579,54.706433,28.669681,3.510573,15.505032,17.260318,0.023387,0.022281,0.023442,0.022604,0.023144,0.024366,0.022005,0.022673,0.024073,0.024079,0.023227,0.023429,0.023784,0.023523,0.023421,0.02369,0.022924,0.023969,0.02384,0.023361,0.02476,0.023885,0.023545,0.022815,0.023855,0.024276,0.023601,0.024746,0.02434,0.024408,Cis-Golgi
18.654033,14.975773,11.822979,13.924842,9.19565,21.544094,16.814903,10.246582,7.35652,15.763972,37.308066,19.704964,6.568321,13.662109,13.924842,21.018629,18.128567,3.415527,8.670184,18.128567,0.026111,0.024201,0.023667,0.024969,0.024776,0.024549,0.024158,0.023897,0.02507,0.023917,0.025458,0.024866,0.02341,0.025036,0.024394,0.023795,0.025449,0.023153,0.025102,0.024926,0.023722,0.024774,0.024497,0.025306,0.02429,0.024126,0.025189,0.023397,0.02571,0.02535,Cis-Golgi
19.870632,14.768713,11.546448,16.379846,8.055662,25.241073,16.379846,13.963147,11.009404,13.157581,38.398654,17.722456,7.250096,13.694625,18.528022,32.759691,18.796544,5.101919,10.47236,24.972551,0.023921,0.023803,0.024186,0.023791,0.025384,0.02418,0.023205,0.023562,0.024391,0.024597,0.024827,0.024752,0.023078,0.024585,0.023912,0.024967,0.024657,0.024807,0.024493,0.024787,0.02447,0.024098,0.024738,0.024186,0.02448,0.024426,0.024265,0.024704,0.025196,0.025028,Cis-Golgi
21.344566,13.795878,10.411983,14.837076,7.548688,17.700372,14.837076,13.275279,8.329587,15.617975,30.194752,18.74157,5.205992,13.275279,15.097376,17.960671,16.919473,3.904494,10.932583,24.98876,0.025239,0.024661,0.024768,0.024578,0.024974,0.024537,0.024069,0.025322,0.024552,0.024275,0.024641,0.024725,0.024933,0.023957,0.025007,0.024968,0.024712,0.024262,0.023828,0.02463,0.024303,0.024962,0.024437,0.024203,0.025106,0.025276,0.024548,0.025178,0.024609,0.024438,Cis-Golgi
3.970017,1.852674,0.529336,1.852674,1.058671,2.646678,2.117342,3.705349,1.058671,0.264668,6.616695,1.588007,1.323339,2.911346,2.38201,2.38201,2.117342,0.529336,0.529336,2.646678,0.02316,0.026626,0.025652,0.023992,0.023452,0.026039,0.023716,0.022157,0.023514,0.02317,0.023701,0.024356,0.025943,0.025059,0.02657,0.025031,0.025367,0.024238,0.019965,0.02499,0.023136,0.025514,0.028311,0.025273,0.024417,0.022781,0.027506,0.024455,0.022433,0.024808,Cis-Golgi
1.250297,2.250534,1.000238,1.500356,0.500119,1.750416,1.000238,2.250534,1.500356,1.250297,4.251009,2.250534,1.500356,2.000475,1.750416,3.000713,1.500356,0.250059,2.500594,3.000713,0.024886,0.025258,0.025926,0.025676,0.02619,0.027155,0.024439,0.024159,0.026501,0.026613,0.025733,0.022691,0.021611,0.024403,0.028546,0.024978,0.025417,0.028512,0.02571,0.023732,0.024675,0.023808,0.025926,0.022234,0.024325,0.022081,0.024378,0.023884,0.024716,0.025777,Cis-Golgi
5.630791,2.145063,2.145063,4.021994,1.072532,2.413196,1.608797,2.681329,0.268133,2.413196,4.55826,2.681329,1.87693,1.608797,1.87693,4.021994,2.413196,0.268133,1.340665,3.485728,0.02508,0.026467,0.025832,0.021425,0.025296,0.025256,0.024304,0.023244,0.024427,0.02593,0.024848,0.0256,0.0253,0.027094,0.024022,0.0236,0.022905,0.025586,0.021754,0.023339,0.025305,0.024046,0.024729,0.02274,0.025236,0.024473,0.025765,0.0207,0.024273,0.023293,Cis-Golgi
4.559383,2.532991,2.026393,2.78629,0.506598,3.546187,1.773093,4.559383,1.013196,3.039589,7.092374,3.039589,1.266495,3.292888,2.532991,3.799486,2.026393,0,2.532991,3.546187,0.026543,0.025472,0.024543,0.023466,0.025287,0.026123,0.02472,0.023644,0.024301,0.025815,0.023058,0.025222,0.024306,0.026995,0.026721,0.023561,0.022366,0.02808,0.024672,0.026102,0.024552,0.026436,0.024799,0.023403,0.026466,0.023934,0.022795,0.02336,0.0245,0.025459,Cis-Golgi
3.497115,3.963397,0.932564,1.398846,0.699423,3.730256,1.398846,3.497115,0.699423,0.932564,5.828525,2.564551,0.466282,2.098269,1.865128,2.797692,2.098269,0.466282,0.932564,3.963397,0.024131,0.025843,0.026778,0.025567,0.024218,0.024558,0.023538,0.025127,0.02623,0.024759,0.02633,0.025895,0.027107,0.025315,0.027187,0.026521,0.026378,0.025395,0.026777,0.02716,0.024436,0.023949,0.025045,0.02737,0.026144,0.025356,0.026278,0.023241,0.024593,0.025633,Cis-Golgi
1.802795,1.545253,3.348048,2.575421,1.287711,3.348048,1.287711,1.802795,1.545253,4.635759,3.863132,4.635759,1.030169,2.575421,0.515084,4.120674,1.545253,0.257542,3.090506,2.575421,0.024901,0.026301,0.023611,0.02136,0.026521,0.022957,0.024274,0.02537,0.026157,0.026344,0.024745,0.024929,0.025642,0.024618,0.026077,0.023224,0.024444,0.024531,0.02568,0.0265,0.026278,0.022723,0.026226,0.024484,0.024423,0.025591,0.025237,0.021691,0.024111,0.023509,Cis-Golgi
16.510954,15.986797,9.958988,13.36601,6.289887,21.490448,14.414325,19.393819,8.910674,13.36601,34.070222,14.938482,4.455337,13.628089,17.821347,25.421627,14.938482,2.620786,9.696909,23.587077,0.024669,0.024677,0.024387,0.024284,0.025379,0.024189,0.023499,0.025518,0.024567,0.024789,0.025053,0.024408,0.025077,0.02491,0.025007,0.024235,0.02505,0.02516,0.02417,0.024118,0.024782,0.02407,0.023931,0.024141,0.024029,0.024916,0.024475,0.023779,0.025743,0.024908,Cis-Golgi
16.462019,16.984623,16.200718,14.110302,5.226038,19.597642,12.281189,10.97468,8.100359,22.210661,35.275756,16.723321,5.226038,19.858944,14.371604,32.924039,16.723321,3.135623,8.884264,20.904152,0.024849,0.024104,0.025618,0.02525,0.025214,0.025625,0.024454,0.025498,0.024677,0.023987,0.025408,0.024143,0.025289,0.024384,0.024133,0.024617,0.024317,0.024559,0.024576,0.023408,0.024553,0.02563,0.025071,0.024013,0.023468,0.024184,0.024173,0.024967,0.024551,0.023978,Cis-Golgi
11.597499,13.485464,20.767614,17.800812,4.854767,21.037323,12.676336,8.900406,4.585058,33.983368,35.331915,25.622381,7.55186,16.991684,17.531103,36.95017,22.11616,3.236511,13.755173,18.879649,0.025522,0.025276,0.024746,0.024542,0.024579,0.024743,0.024647,0.025,0.024372,0.023254,0.024575,0.024106,0.024397,0.024079,0.024622,0.024535,0.024208,0.023733,0.024434,0.02526,0.023831,0.023906,0.023911,0.024076,0.024355,0.024103,0.024284,0.022651,0.024923,0.02362,Cis-Golgi
9.491644,9.491644,11.800422,8.978582,2.82184,10.004705,5.64368,5.387149,4.104495,10.774298,14.878793,8.978582,4.617556,10.774298,7.695927,19.496349,7.439396,3.334902,6.669804,6.413273,0.024644,0.027198,0.024925,0.02465,0.025207,0.025659,0.024979,0.024908,0.02603,0.024033,0.024869,0.022557,0.025334,0.025719,0.024036,0.024024,0.025011,0.025168,0.024451,0.022499,0.025651,0.025847,0.025123,0.025261,0.025165,0.023739,0.023687,0.023905,0.023873,0.025316,Cis-Golgi
1.938076,2.907114,0.969038,3.149374,0.726779,3.149374,0.726779,1.695817,0,2.664855,4.602931,0.969038,1.453557,1.453557,1.211298,3.876152,1.453557,0.24226,1.453557,2.907114,0.025976,0.025168,0.024246,0.023964,0.026355,0.022378,0.023917,0.026089,0.023357,0.026224,0.025449,0.026497,0.025893,0.024138,0.028594,0.028158,0.025402,0.027941,0.025093,0.024728,0.02531,0.025255,0.021975,0.027027,0.022802,0.027091,0.023431,0.025171,0.024621,0.02549,Cis-Golgi
2.507771,2.22913,5.572824,3.065053,0.557282,2.507771,3.622336,3.065053,0.557282,4.179618,5.294183,4.458259,2.22913,3.065053,2.786412,5.015542,5.015542,0.278641,2.507771,2.507771,0.021501,0.025812,0.024075,0.023548,0.023008,0.023826,0.022415,0.02269,0.026062,0.02712,0.023129,0.021815,0.021554,0.025379,0.025238,0.023959,0.024573,0.024158,0.023881,0.02489,0.025064,0.027116,0.023722,0.024177,0.024931,0.023542,0.025994,0.023852,0.020982,0.023343,Cis-Golgi
4.535197,4.535197,3.468092,3.201316,1.067105,4.268421,4.535197,4.535197,1.600658,4.535197,7.20296,2.934539,1.867434,4.535197,2.934539,9.870723,4.268421,0.266776,2.667763,2.667763,0.023447,0.025507,0.025031,0.023002,0.024415,0.024588,0.024494,0.024183,0.02411,0.023137,0.024112,0.024891,0.026937,0.024959,0.022915,0.025205,0.025436,0.02334,0.023144,0.025642,0.024286,0.024748,0.024906,0.024222,0.023094,0.023689,0.026268,0.025067,0.024761,0.023691,Cis-Golgi
2.427963,1.888416,4.586153,2.697737,0.269774,1.888416,1.888416,3.776832,1.348868,3.237284,3.507058,2.427963,1.348868,2.697737,2.427963,3.507058,1.888416,0.269774,2.427963,2.697737,0.02567,0.024511,0.024426,0.024784,0.024806,0.025519,0.022854,0.02116,0.024686,0.025356,0.024175,0.022748,0.024793,0.02449,0.022665,0.023602,0.024891,0.025676,0.023208,0.025228,0.023435,0.024668,0.02404,0.023773,0.024048,0.025007,0.023586,0.023079,0.026344,0.026998,Cis-Golgi
1.844707,3.162355,4.480004,3.162355,0.527059,5.797652,4.480004,3.425885,2.108237,6.324711,7.1153,4.480004,2.371767,3.162355,3.425885,6.324711,2.371767,0.26353,1.844707,3.952944,0.024959,0.024651,0.023448,0.022587,0.023993,0.024584,0.024982,0.025013,0.024579,0.024822,0.022209,0.024245,0.028287,0.022905,0.025045,0.024154,0.024341,0.025772,0.026164,0.025637,0.023764,0.024792,0.024541,0.026955,0.023059,0.023371,0.024662,0.024842,0.023929,0.024179,Cis-Golgi
5.932297,5.932297,18.079381,5.367316,1.977432,8.192219,6.779768,5.932297,2.824903,10.734632,17.23191,10.169652,2.259923,7.344748,6.497277,18.644361,8.7572,1.412452,5.649806,8.47471,0.02603,0.023042,0.024879,0.024664,0.024243,0.023263,0.023279,0.022621,0.025416,0.022345,0.025341,0.022824,0.024732,0.023593,0.024559,0.023605,0.024335,0.023135,0.023814,0.023358,0.024208,0.022682,0.024542,0.023436,0.024824,0.024026,0.024051,0.024308,0.023654,0.0227,Cis-Golgi
18.157945,17.162989,5.223518,9.70082,4.228563,20.147857,12.436949,11.193254,4.228563,5.969735,20.894074,11.939471,3.233607,4.477302,16.665511,12.436949,5.720996,2.984868,2.48739,11.939471,0.025366,0.025306,0.023675,0.025359,0.025369,0.025489,0.022571,0.025389,0.024892,0.025807,0.025708,0.024953,0.026975,0.023623,0.023934,0.02547,0.024745,0.024948,0.024549,0.025154,0.024781,0.023773,0.025154,0.025228,0.025385,0.025019,0.02561,0.026795,0.025003,0.025231,Cis-Golgi
10.473756,4.410003,2.480627,3.858752,1.102501,5.236878,3.858752,9.095631,2.480627,5.512503,12.954383,2.205001,4.410003,4.685628,4.134378,4.134378,5.512503,1.102501,3.031877,5.788129,0.023922,0.02491,0.022221,0.023259,0.023599,0.025692,0.022405,0.025324,0.024353,0.025108,0.023265,0.02279,0.023093,0.025814,0.024239,0.023553,0.024414,0.024373,0.02428,0.024017,0.024814,0.026217,0.023267,0.023429,0.023627,0.025545,0.024785,0.022473,0.024804,0.024784,Cis-Golgi
3.083128,1.681706,1.681706,3.643697,0.280284,3.363413,1.961991,5.605688,0,5.045119,9.809954,2.802844,1.121138,5.045119,5.885972,4.764835,3.083128,1.401422,3.083128,6.446541,0.023576,0.022165,0.0237,0.023258,0.022878,0.023898,0.022989,0.024646,0.022519,0.024795,0.024847,0.023264,0.02476,0.024175,0.025576,0.027117,0.023989,0.024053,0.024141,0.025069,0.02247,0.024327,0.022837,0.024205,0.024827,0.02378,0.023327,0.023592,0.024891,0.024045,Cis-Golgi
5.69379,5.69379,5.422657,5.964922,3.253594,2.982461,2.711328,3.79586,2.440196,2.982461,9.760782,2.982461,1.355664,1.89793,5.422657,8.676251,5.69379,1.355664,2.440196,6.236055,0.023518,0.023501,0.022628,0.024124,0.023981,0.023359,0.024947,0.024957,0.023957,0.024764,0.025314,0.023916,0.024447,0.023962,0.024029,0.025074,0.024824,0.024297,0.026004,0.023721,0.023214,0.02394,0.026658,0.022848,0.023718,0.024392,0.024319,0.024439,0.02524,0.024775,Cis-Golgi
3.819128,5.855996,3.819128,5.601388,1.527651,9.675124,3.819128,5.092171,1.273043,1.78226,6.87443,4.328345,1.78226,1.78226,2.036868,8.65669,4.073736,0.763826,2.036868,2.291477,0.024732,0.025756,0.025836,0.02454,0.026522,0.025651,0.022618,0.025431,0.024153,0.02697,0.024034,0.025963,0.025188,0.025259,0.024449,0.022878,0.024117,0.024971,0.027793,0.025188,0.02555,0.024607,0.022588,0.0253,0.023202,0.027167,0.025519,0.023874,0.022878,0.022657,Trans-Golgi
10.151048,3.770389,2.03021,2.03021,1.16012,3.480359,2.32024,6.960719,2.32024,3.480359,11.601198,1.16012,0.87009,4.060419,4.060419,5.510569,4.060419,1.45015,1.16012,6.960719,0.023484,0.022041,0.023373,0.020734,0.021996,0.02322,0.025149,0.024433,0.024068,0.024258,0.024412,0.024502,0.024536,0.02443,0.024122,0.0247,0.023454,0.025388,0.024185,0.022956,0.02167,0.025018,0.023629,0.024015,0.023128,0.024739,0.022632,0.02206,0.022955,0.024683,Trans-Golgi
17.514686,13.070661,5.751091,6.535331,4.444025,15.42338,12.286421,14.377727,8.88805,11.240768,26.141322,5.228264,3.659785,11.763595,13.332074,16.469033,9.410876,3.921198,6.796744,13.070661,0.024262,0.025184,0.023851,0.024421,0.023951,0.024155,0.023176,0.024125,0.024865,0.023833,0.024773,0.025037,0.024968,0.022727,0.024413,0.024391,0.025174,0.025402,0.02376,0.025556,0.025604,0.023938,0.024346,0.024528,0.024448,0.026204,0.025614,0.024805,0.025488,0.025589,Trans-Golgi
8.795837,6.467527,3.880516,6.984929,3.104413,7.24363,5.691424,11.124147,2.587011,7.24363,12.676353,4.139217,3.621815,5.691424,7.24363,8.537136,7.24363,2.587011,5.174022,9.57194,0.023813,0.024726,0.023558,0.021929,0.024599,0.02678,0.023615,0.025035,0.023743,0.024539,0.023447,0.026424,0.024359,0.023536,0.024125,0.025543,0.02403,0.02464,0.024857,0.024976,0.024041,0.025139,0.024772,0.024541,0.024981,0.026731,0.026512,0.025078,0.025766,0.025466,Trans-Golgi
32.901468,21.131837,22.201804,27.016653,10.432173,36.913842,29.424077,22.469295,11.769631,32.366485,48.950965,31.029027,12.037122,22.736787,18.991904,38.786283,29.95906,5.349832,11.234648,28.889094,0.025324,0.026128,0.02403,0.022653,0.025056,0.025922,0.023311,0.023794,0.024665,0.025034,0.024096,0.024189,0.025313,0.024587,0.024557,0.024444,0.024524,0.024392,0.022907,0.024507,0.024624,0.024779,0.023262,0.023977,0.024902,0.023821,0.023752,0.0248,0.025084,0.024075,Trans-Golgi
5.083796,2.408114,1.337841,2.408114,1.337841,3.745955,3.210818,2.408114,0.802705,2.94325,6.956773,2.675682,1.337841,0.535136,1.070273,3.210818,2.140546,0,1.070273,3.478387,0.022828,0.021093,0.019894,0.021619,0.024063,0.025327,0.020785,0.026291,0.021727,0.025292,0.021212,0.024609,0.026495,0.021016,0.026394,0.027671,0.026668,0.024639,0.027947,0.026594,0.022431,0.027575,0.025434,0.025288,0.024699,0.026508,0.025529,0.023759,0.025306,0.023738,Trans-Golgi
14.423313,15.169347,8.455046,11.43918,3.481489,13.925958,9.449757,14.423313,5.470912,7.709012,20.142903,11.43918,4.724879,6.962979,6.465623,22.878359,8.703724,1.989423,6.714301,11.687857,0.024977,0.025902,0.025645,0.02501,0.024962,0.025245,0.023311,0.025994,0.025855,0.024278,0.024837,0.024894,0.024689,0.023847,0.024657,0.024584,0.024014,0.025801,0.025371,0.023925,0.02495,0.02556,0.026275,0.024297,0.025485,0.025653,0.025205,0.025791,0.024907,0.025404,Trans-Golgi
1.510861,2.518101,1.762671,1.762671,0.75543,3.273531,2.266291,0.75543,0.75543,2.014481,4.784392,1.510861,1.00724,3.525341,0.50362,3.021721,2.266291,0.25181,1.25905,3.777151,0.024411,0.02772,0.021754,0.02494,0.026344,0.024002,0.026611,0.025569,0.02466,0.022479,0.026599,0.025024,0.025618,0.024591,0.023225,0.024399,0.025,0.025391,0.023786,0.023261,0.026493,0.027665,0.023687,0.021952,0.026761,0.027881,0.022211,0.026083,0.026244,0.023832,Trans-Golgi
14.082257,10.561693,20.852573,12.728194,4.874628,18.686072,17.061196,11.915756,3.520564,17.332009,27.893702,16.790384,6.770316,9.20763,10.29088,16.248758,10.020068,1.083251,7.311941,17.873634,0.02392,0.024976,0.023928,0.022608,0.024676,0.025621,0.022645,0.023919,0.025718,0.025546,0.022853,0.024744,0.025486,0.023639,0.022775,0.023828,0.024204,0.022734,0.022806,0.024673,0.025041,0.023801,0.0237,0.026092,0.024835,0.023812,0.025235,0.026914,0.024897,0.023561,Trans-Golgi
5.23058,5.977806,5.479655,4.234279,1.992602,6.974107,2.739828,7.721333,0.498151,6.226881,8.717634,8.717634,3.736129,6.226881,5.23058,6.974107,6.226881,1.245376,3.487053,11.457461,0.027135,0.024541,0.026649,0.02542,0.025641,0.0252,0.025267,0.024038,0.025252,0.024285,0.025688,0.02627,0.024848,0.024069,0.026001,0.026277,0.025092,0.024013,0.02623,0.023816,0.026339,0.024393,0.024646,0.023827,0.024829,0.023227,0.024296,0.024012,0.025502,0.024123,Trans-Golgi
19.46892,8.065695,11.681352,13.350117,5.840676,25.031469,14.740754,14.462626,8.900078,15.853263,43.109751,22.528322,8.065695,11.681352,11.959479,30.872145,16.965773,2.503147,10.290715,20.859557,0.023632,0.025106,0.023359,0.02311,0.023744,0.024598,0.023511,0.02417,0.024549,0.024825,0.023263,0.02428,0.024439,0.024622,0.023533,0.023787,0.023651,0.023872,0.024693,0.024588,0.024044,0.023771,0.023982,0.023631,0.024066,0.024865,0.024152,0.023867,0.024432,0.023733,Trans-Golgi
